1	457340	0.278472
2	1048655	0.638521
3	127787	0.0778089
4	6338	0.00385918
5	1956	0.001191
6	226	0.00013761
7	7	4.26227e-06
8	8	4.87116e-06
13	2	1.21779e-06
	1642319
