1	116700	0.240336
2	304053	0.626176
3	58129	0.119713
4	5139	0.0105834
5	1268	0.00261136
6	257	0.000529274
7	13	2.67726e-05
8	5	1.02972e-05
9	1	2.05943e-06
13	6	1.23566e-05
	485571
